Charity_ID,Charity_Name,EIN,Street_Address,Telephone,Fax,Overall_Rating,Financial_Rating,Transparency_Rating,Program_Expenses,Administrative_Expenses,Fundraising_Expenses,Fundraising_Efficiency,Revenue_Growth,Expenses_Growth,Working_Capital_Ratio,Core_Service,Tagline,Website,Scraped_From
11058,AchieveMpls - MN,41-1425264,"['111 Third Avenue, South', 'Suite 5 Minneapolis, MN 55401']",(612) 455-1530,(612) 455-1531,91.16,87.50,100.00, 91.7%,  4.8%,  3.3%,$0.04,  -2.6%,1.97,  6.9%,Education : Education Policy and Reform ,"As the nonprofit partner of the Minneapolis Public Schools, our shared goal is every student career and college ready.  ",http://www.achievempls.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11058
10407,Achilles International - NY,13-3318293,"['42 West 38th Street', 'Suite 400 New York, NY 10018']",(212) 354-0300,(212) 354-3978,83.26,94.45,77.00, 83.1%, 10.3%,  6.4%,$0.06,  9.9%,0.44,< 0.1%,Human Services : Multipurpose Human Service Organizations,Enabling people with all types of disabilities to participate in mainstream athletics,http://www.achillesinternational.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10407
13579,ACLU Foundation of Maryland - MD,23-7209538,"['3600 Clipper Mill Road', 'Suite 350 Baltimore, MD 21211']",(410) 889-8555,,91.29,90.64,92.00, 78.5%, 11.3%, 10.0%,$0.13, 19.7%,1.16, 14.1%,Human and Civil Rights : Advocacy and Education ,Liberty and Equality for All,http://www.aclu-md.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13579
15006,ACLU Foundation of Massachusetts - MA,23-7312949,"['211 Congress Street', 'Boston, MA 02110']",(617) 482-3170,,88.96,86.05,93.00, 71.2%, 12.5%, 16.1%,$0.16, 19.0%,2.72, 12.5%,Human and Civil Rights : Advocacy and Education ,Because the rights you save may be your own,http://aclum.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15006
15108,ACLU of Michigan Foundation - MI,23-7243421,"['2966 Woodward Avenue', 'Detroit, MI 48201']",(313) 578-6800,,81.32,81.65,81.00, 73.3%,  5.7%, 20.9%,$0.22, 17.5%,2.24, 19.0%,Human and Civil Rights : Advocacy and Education ,Realizing the promise of the Bill of Rights for all,http://www.aclumich.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15108
13171,Acres of Love - CA,33-0930465,"['31920 Del Obispo', 'Suite 175 San Juan Capistrano, CA 92675']",(949) 379-8110,(949) 606-8850,80.72,83.90,78.00, 80.4%,  9.2%, 10.3%,$0.09,  2.2%,0.46,  9.1%,"International : Development and Relief Services 
      (Fundraising) 
      
 ","Providing individualized family care for the most vulnerable children of South Africa, since 1998.",https://acresoflove.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13171
5766,Act Beyond - TX,27-1928559,"['P.O. Box 860548', 'Plano, TX 75086']",(888) 847-6950,(469) 375-1794,86.67,82.50,93.00, 87.2%, 10.6%,  2.0%,$0.02,  -7.0%,0.33,  3.8%,"Religion : Religious Activities 
      (Fundraising) 
      
 ",Mission: Unreached Peoples,http://www.beyond.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5766
10825,Acterra - CA,23-7064937,"['3921 East Bayshore Road', 'Palo Alto, CA 94303']",(650) 962-9876,(650) 962-8234,84.90,78.86,97.00, 72.4%, 10.8%, 16.6%,$0.17,  -0.5%,0.67,  8.8%,Environment : Environmental Protection and Conservation ,Action for a Healthy Planet,http://www.acterra.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10825
3212,Action Against Hunger | ACF-USA - NY,13-3327220,"['One Whitehall Street', '2nd Floor New York, NY 10004']",(877) 777-1420,(212) 967-5480,97.05,97.12,97.00, 84.5%, 13.3%,  2.0%,< $0.01,  8.8%,1.09,  7.2%,International : Development and Relief Services,Providing innovative solutions to world hunger,http://www.actionagainsthunger.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3212
8861,The Action Center - CO,23-7019679,"['8755 West Fourteenth Avenue', 'P.O. Box 150609 Lakewood, CO 80215']",(303) 237-7704,(303) 237-6002,91.36,90.00,93.00, 91.4%,  1.9%,  6.6%,$0.06, 19.0%,0.40, 33.5%,Human Services : Homeless Services,Where Action Matters,http://www.theactioncenterco.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8861
11020,Action for Healthy Kids - IL,47-0902020,"['600 W. Van Buren Blvd.', 'Suite 720 Chicago, IL 60607']",(800) 416-5136,(312) 212-0098,94.74,97.50,93.00, 85.7%,  7.2%,  7.0%,$0.06, 12.8%,1.03, 15.1%,"Human Services : Youth Development, Shelter, and Crisis Services","Fostering sound nutrition and good physical activity in children, youth, and schools",http://www.actionforhealthykids.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11020
7153,Action in Community Through Service - VA,54-0897679,"['3900 ACTS Lane', 'Dumfries, VA 22026']",(703) 441-8606,(703) 221-3585,88.83,85.85,93.00, 87.7%, 10.4%,  1.8%,< $0.01,  3.3%,  2.3%,0.57,Human Services : Social Services,People helping people,http://www.actspwc.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7153
12729,Action Ministries - GA,58-2070427,"['1700 Century Circle NE', 'Suite 200 Atlanta, GA 30345']",(404) 881-1991,(404) 881-1902,90.05,86.52,96.00, 81.6%, 11.0%,  7.3%,$0.08, 39.1%,0.13, 35.6%,Human Services : Social Services ,Leading People Out of Poverty,http://www.actionministries.net/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12729
8247,Action on Smoking and Health - DC,13-2603590,"['701 4th Street NW', 'Washington, DC 20001']",(202) 659-4310,(202) 289-7166,90.28,91.77,89.00, 87.0%,  6.6%,  6.3%,$0.06,  0.8%,1.97,  4.4%,Health : Treatment and Prevention Services ,Everything for people concerned about smoking and nonsmokers' rights,http://www.ash.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8247
8757,ActionAid USA - DC,52-2277575,"['1420 K Street, NW', 'Suite 900 Washington, DC 20005']",(201) 835-1240,,86.05,81.97,92.00, 74.4%, 12.0%, 13.4%,$0.13,  -3.3%,1.21,  3.3%,International : Development and Relief Services ,A world without poverty in which every person can exercise his or her right to a life of dignity.,http://www.actionaidusa.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8757
10184,Activated Ministries - CA,33-0857142,"['1914 West Mission Road', 'Suite F Escondido, CA 92029']",(877) 862-3228,(760) 739-1160,66.22,58.14,77.00, 42.5%, 14.3%, 43.1%,$0.52,  0.1%,0.35,  4.1%,Religion : Religious Activities ,Sharing God's word with others,http://www.activatedministries.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10184
6986,Acton Institute for the Study of Religion and Liberty - MI,38-2926822,"['98 E. Fulton Street', 'Grand Rapids, MI 49503']",(800) 345-2286,(616) 454-9454,95.07,93.04,100.00, 86.3%,  7.5%,  6.0%,$0.07,  1.4%, 15.8%,1.86,Human and Civil Rights : Advocacy and Education,Connecting good intentions to sound economics.,http://www.acton.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6986
6457,Actors and Others for Animals - CA,95-2783139,"['11523 Burbank Boulevard', 'North Hollywood, CA 91601']",(818) 755-6045,(818) 755-6048,86.56,100.00,81.00, 92.8%,  3.6%,  3.4%,$0.03,  9.0%,3.70,< 0.1%,"Animals : Animal Rights, Welfare, and Services ",Caring for animal companions who share our homes and our hearts,http://www.actorsandothers.com/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6457
5994,The Actors Fund - NY,13-1635251,"['729 Seventh Avenue', '10th Floor New York, NY 10019']",(800) 221-7303,(212) 764-0238,90.98,87.61,97.00, 86.8%,  4.8%,  8.3%,$0.14,  2.1%,0.94, 36.5%,"Arts, Culture, Humanities : Performing Arts",For everyone in entertainment,http://www.actorsfund.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5994
15381,Actors Playhouse - FL,65-0060167,"['280 Miracle Mile', 'Coral Gables, FL 33134']",(305) 444-9293,(305) 444-4181,61.92,80.00,50.00, 93.6%,  1.5%,  4.7%,$0.11,  -2.7%,0.36, 17.4%,"Arts, Culture, Humanities : Performing Arts ",Enriching South Florida's Cultural Vitality,http://www.actorsplayhouse.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15381
8693,Actors Theatre of Louisville - KY,61-0645030,"['316 West Main Street', 'Louisville, KY 40202']",(502) 584-1265,(502) 561-3300,91.36,94.70,89.00, 82.5%, 13.2%,  4.2%,$0.09,  3.4%,1.89,  7.4%,"Arts, Culture, Humanities : Performing Arts ",Experience the power of live theatre,http://www.actorstheatre.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8693
15657,Actors' Shakespeare Project - MA,20-0815685,"['191 Highland Avenue', 'Suite 2B Somerville, MA 02143']",(617) 776-2200,(617) 629-3895,85.03,90.67,81.00, 78.6%, 17.5%,  3.7%,$0.04,  9.5%,0.50, 21.4%,"Arts, Culture, Humanities : Performing Arts ","Bringing Shakespeare's words into the voices, bodies, and imaginations of our actors, audiences, and neighborhoods",http://actorsshakespeareproject.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15657
11774,Acumen - NY,13-4166228,"['40 Worth Street', 'Suite 303 New York, NY 10013']",(212) 566-8821,(212) 566-8817,94.68,92.48,100.00, 76.2%, 13.3%, 10.4%,$0.10, 11.9%,6.51,  1.2%,International : Development and Relief Services ,"Acumen raises charitable donations to invest in companies, leaders and ideas to change the way the world tackles poverty",http://www.acumen.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11774
14377,Adaptive Sports Center - CO,84-1063447,"['P.O. Box 1639', 'Crested Butte, CO 81224']",(970) 349-5075,(970) 349-2077,98.23,97.50,100.00, 90.0%,  2.6%,  7.3%,$0.11,  9.5%,1.38,  4.9%,Human Services : Social Services ,Where the possibilities are endless,http://www.adaptivesports.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14377
12126,Adaptive Sports Foundation - NY,14-1823155,"['100 Silverman Way', 'Windham, NY 12496']",(518) 734-5070,(518) 734-6740,92.44,92.91,92.00, 77.7%, 13.5%,  8.7%,$0.11, 11.3%,2.29, 22.4%,Human Services : Multipurpose Human Service Organizations ,A place where all abilities shine,http://www.adaptivesportsfoundation.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12126
9997,The Adirondack Council - NY,14-1594386,"['103 Hand Avenue', 'Suite 3 Elizabethtown, NY 12932']",(877) 873-2240,(518) 873-6675,92.03,92.07,92.00, 79.9%, 15.9%,  4.0%,$0.02,  2.0%,3.67,  3.3%,Environment : Environmental Protection and Conservation ,Defending the East's greatest wilderness,http://www.adirondackcouncil.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9997
5018,Adirondack Historical Association - NY,13-5635801,"['P.O. Box 99', '9097 State Road 30 Blue Mountain Lake, NY 12812']",(518) 352-7311,(518) 352-7653,84.50,87.51,82.00, 83.1%, 10.1%,  6.7%,$0.20,  4.0%,7.01,  6.3%,"Arts, Culture, Humanities : Museums ",To promote & encourage historical study.,http://www.adkmuseum.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5018
10912,Adirondack Mountain Club - NY,15-0586270,"['814 Goggins Road', 'Lake George, NY 12845']",(518) 668-4447,(518) 668-3746,88.39,83.86,97.00, 83.0%,  9.7%,  7.2%,$0.16,  1.4%,0.50, 38.8%,Environment : Environmental Protection and Conservation ,Protecting wild lands and waters,http://www.adk.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10912
13108,Adler Aphasia Center - NJ,02-0687863,"['60 West Hunter Avenue', 'Maywood, NJ 07607']",(201) 368-8585,(201) 587-1909,97.61,96.63,100.00, 91.3%,  5.9%,  2.7%,$0.03, 26.3%,  9.0%,0.99,Health : Patient and Family Support,Improving the quality of life for those with Aphasia,http://www.adleraphasiacenter.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13108
3213,Adler Planetarium & Astronomy Museum - IL,36-6210902,"['1300 South Lake Shore Drive', 'Chicago, IL 60605']",(312) 322-0332,(312) 583-0256,81.86,77.33,88.00, 80.3%,  8.0%, 11.5%,$0.21,  4.7%,1.32, 54.0%,"Arts, Culture, Humanities : Museums ",Inspiring the next generation of explorers,http://www.adlerplanetarium.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3213
13389,Administer Justice - IL,36-4348917,"['1750 Grandstand Place', 'Suite 15 Elgin, IL 60123']",(877) 778-6006,(847) 844-1101,94.69,92.50,100.00, 96.0%,  1.7%,  2.3%,$0.02, 10.1%,0.06,  3.0%,Human and Civil Rights : Advocacy and Education ,Celebrate Justice,http://www.administerjustice.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13389
10444,Admiral Nimitz Foundation - TX,74-1492692,"['340 East Main Street', 'Fredericksburg, TX 78624']",(830) 997-8600,(830) 997-8092,91.05,87.35,100.00, 70.1%, 13.5%, 16.2%,$0.17,  7.9%,  7.9%,3.64,"Arts, Culture, Humanities : Museums",Supporting the mission of the National Museum of the Pacific War,http://www.nimitzfoundation.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10444
12879,Adolescent Counseling Services - CA,51-0192551,"['643 Bair Island Road', 'Suite 301 Redwood City, CA 94063']",(650) 424-0852,(650) 424-9853,81.53,97.50,74.00, 89.1%,  4.7%,  6.0%,$0.07,  9.7%,0.88,  1.7%,"Human Services : Youth Development, Shelter, and Crisis Services",Strength through support,http://www.acs-teens.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12879
10404,Adopt-A-Native-Elder Program - UT,87-0490211,"['P.O. Box 3401', 'Park City, UT 84060']",(435) 649-0535,(435) 649-8136,95.09,93.07,100.00, 81.8%, 12.5%,  5.5%,$0.06,  4.5%,0.50,  2.8%,Human Services : Social Services ,Creating a bridge of hope between Native Americans and other cultures,http://www.anelder.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10404
11882,Adopt A Pet.com - CA,95-4761276,"['310 North Indian Hill Boulevard', '#800 Clairmont, CA 91711']",(800) 728-3273,,84.34,97.50,78.00, 85.1%,  6.0%,  8.8%,$0.09, 13.6%,0.56,  1.2%,"Animals : Animal Rights, Welfare, and Services ",Finding homes for homeless pets,http://www.adoptapet.com/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11882
10645,Adopt-A-Family - FL,59-2471253,"['1712 Second Avenue, N', 'Lake Worth, FL 33460']",(561) 253-1361,(561) 253-1370,95.19,93.21,100.00, 89.5%,  5.1%,  5.2%,$0.05,  5.7%,1.31, 10.0%,Human Services : Homeless Services ,Helping Palm Beach County families become self-sufficient,http://www.adoptafamilypbc.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10645
11927,AdoptAClassroom.org - MN,65-0828272,"['110 North 5th Street', '8th Floor Minneapolis, MN 55403']",(877) 384-0764,,94.32,99.43,92.00, 86.1%,  5.0%,  8.7%,$0.07,  9.4%,1.06,  0.4%,Education : Youth Education Programs and Services,We give teachers a hand,http://www.adoptaclassroom.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11927
11174,AdoptAPlatoon Soldier Support Effort - TX,74-2918904,"['P.O. Box 234', 'Lozano, TX 78568']",(956) 748-4145,,69.69,87.50,59.00, 92.5%,  1.3%,  6.1%,$0.06, 23.2%,0.22, 25.3%,Human Services : Social Services ,"Supporting deployed U.S. troops, assisting military families and providing financial support to wounded veterans",http://adoptaplatoon.org/site/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11174
10221,The Adoption Exchange - CO,84-0793576,"['14232 East Evans Avenue', 'Aurora, CO 80014']",(800) 451-5246,,80.74,73.97,92.00, 80.7%,  7.5%, 11.7%,$0.17,  3.2%,0.21, 48.2%,Human Services : Children's and Family Services ,Connecting children and families since 1983,http://www.adoptex.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10221
8078,ADRA International - MD,52-1314847,"['12501 Old Columbia Pike', 'Silver Spring, MD 20904']",(800) 424-2372,(301) 680-6370,80.91,75.83,88.00, 83.3%, 13.6%,  2.9%,$0.03,  -6.9%,  -8.0%,0.88,International : Development and Relief Services,Creating just and positive change through empowering partnerships and responsible action.,https://adra.org/,https://web.archive.org/web/20160627132513/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8078
